----START----
1741010027354,0,0,0,526,0,0,0,0,10,0,10,10,11
1741010027355,0,0,0,526,0,0,0,0,10,0,10,11,12
1741010027358,0,0,0,526,0,0,0,0,10,0,10,12,13
1741010027378,0,0,0,526,0,0,0,0,12,0,10,13,14
1741010027398,0,0,0,526,0,0,0,0,12,0,10,14,15
1741010027418,88726,89088,5,313,0,5,0,0,2,0,10,15,16
1741010027438,88726,0,0,313,0,0,0,0,4,0,4,16,15
1741010027458,88726,0,0,313,0,0,0,0,4,0,4,15,14
1741010027478,88726,88763,1,285,0,1,0,0,4,0,4,14,15
1741010027498,88726,0,0,285,0,0,0,0,4,0,4,15,14
1741010027518,88725,88725,1,260,0,1,0,0,4,0,6,14,13
1741010027538,88725,0,0,260,0,0,0,0,4,0,6,13,12
1741010027558,88725,88797,1,239,0,1,0,0,4,0,6,12,13
1741010027578,88725,0,0,239,0,0,0,0,4,0,6,13,12
1741010027598,88669,88669,1,220,0,1,0,0,4,0,6,12,11
1741010027618,88669,0,0,220,0,0,0,0,6,0,6,11,10
1741010027639,88669,88757,1,204,0,1,0,0,4,0,6,10,11
1741010027658,88669,0,0,204,0,0,0,0,5,0,6,11,10
1741010027678,88669,89138,1,189,0,1,0,0,5,0,6,10,11
1741010027699,88669,0,0,189,0,0,0,0,5,0,6,11,10
1741010027718,88669,88782,1,177,0,1,0,0,5,0,5,10,11
1741010027738,88669,0,0,177,0,0,0,0,5,0,5,11,10
1741010027759,88669,88893,1,166,0,1,0,0,6,0,6,10,11
1741010027778,88669,88731,1,156,0,1,0,0,6,0,6,11,10
1741010027798,88669,89036,1,147,0,1,0,0,4,0,6,10,11
1741010027819,88669,0,0,147,0,0,0,0,6,0,6,11,10
1741010027841,88669,88882,1,140,0,1,0,0,6,0,8,10,9
1741010027858,88669,0,0,140,0,0,0,0,6,0,8,9,8
1741010027878,88669,88858,1,134,0,1,0,0,6,0,8,8,9
1741010027898,88669,88759,1,128,0,1,0,0,5,0,8,9,10
1741010027919,88669,0,0,128,0,0,0,0,7,0,8,10,9
1741010027938,88669,88957,1,123,0,1,0,0,7,0,8,9,8
1741010027958,88669,88913,1,119,0,1,0,0,7,0,7,8,9
1741010027978,88669,88932,1,115,0,1,0,0,6,0,7,9,10
1741010027998,88669,88918,1,112,0,1,1,0,6,0,8,10,9
1741010028018,88669,0,0,112,0,0,1,0,8,0,8,9,8
1741010028038,88669,89013,1,109,0,1,0,0,8,0,8,8,9
1741010028058,88669,88863,1,106,0,1,1,0,8,0,8,9,10
1741010028078,88669,88941,1,104,0,1,1,0,6,0,8,10,11
1741010028098,88669,88798,1,102,0,1,1,0,7,0,8,11,10
1741010028118,88669,0,0,102,0,0,1,0,9,0,8,10,9
1741010028138,88669,88761,1,100,0,1,1,0,9,0,9,9,10
1741010028158,88669,88944,1,99,0,1,1,0,9,0,9,10,11
1741010028178,88669,88924,1,99,0,1,1,0,8,0,11,11,12
1741010028198,88669,88841,1,97,1,1,1,0,8,0,11,12,13
1741010028218,88669,88939,1,96,1,1,1,0,9,0,11,13,14
1741010028238,88669,88857,1,95,1,1,1,0,9,0,11,14,15
1741010028258,88669,88700,1,94,1,1,1,0,11,0,11,15,16
1741010028278,88669,88740,1,94,1,1,2,0,11,0,13,16,17
1741010028299,88669,88860,1,93,1,1,2,0,13,0,15,17,18
1741010028318,88669,88701,1,93,1,1,2,0,15,0,16,18,19
1741010028338,88669,88889,1,93,1,1,2,0,17,0,17,19,20
1741010028359,88669,88977,2,92,1,2,2,0,17,0,17,20,21
1741010028378,88641,88641,1,91,1,1,2,0,19,0,19,21,22
1741010028398,88641,88828,2,91,1,2,2,0,20,0,20,22,23
1741010028418,88641,88741,2,91,1,2,3,0,21,0,22,23,24
1741010028438,88641,88780,2,90,2,2,3,0,21,0,23,24,25
1741010028458,88609,88655,2,90,2,2,3,0,23,0,23,25,26
1741010028478,88609,88731,3,89,2,3,3,0,24,0,25,26,27
1741010028498,88609,88821,2,89,2,2,3,0,26,0,26,27,28
1741010028518,88609,88671,3,89,2,3,3,0,26,0,28,28,29
1741010028538,88514,88698,3,89,2,3,3,0,26,0,28,29,30
1741010028558,88514,88761,3,88,2,3,4,0,28,0,30,30,31
1741010028578,88514,88700,3,88,3,3,4,0,30,0,30,31,32
1741010028598,88514,88649,3,88,3,3,4,0,30,0,32,32,33
1741010028618,88514,88541,3,88,3,3,4,0,32,0,32,33,34
1741010028638,88514,88613,3,88,3,3,4,0,34,0,34,34,35
1741010028658,88514,88581,4,88,3,4,4,0,34,0,34,35,36
1741010028678,88514,88577,4,88,3,4,4,0,34,0,36,36,37
1741010028698,88414,88455,3,88,4,3,5,0,36,0,36,37,38
1741010028718,88414,88492,4,88,4,4,5,0,38,0,38,38,39
1741010028738,88414,88516,4,88,4,4,5,0,38,0,38,39,40
1741010028758,88414,88523,4,88,4,4,5,0,40,0,40,40,41
1741010028779,88414,88541,5,88,4,5,5,0,40,0,40,41,43
